frame_number,track_id,x1,y1,x2,y2,x_center,y_center
0,44,243.0,212.0,262.0,229.0,252.5,220.5
0,45,124.0,412.0,144.0,434.0,134.0,423.0
0,46,371.0,214.0,387.0,229.0,379.0,221.5
0,47,301.0,141.0,321.0,157.0,311.0,149.0
0,48,357.0,306.0,373.0,320.0,365.0,313.0
0,49,365.0,323.0,383.0,337.0,374.0,330.0
0,50,619.0,91.0,636.0,108.0,627.5,99.5
0,51,411.0,73.0,430.0,90.0,420.5,81.5
0,52,345.0,224.0,371.0,245.0,358.0,234.5
0,53,288.0,0.0,309.0,19.0,298.5,9.5
0,54,478.0,158.0,497.0,176.0,487.5,167.0
0,55,560.0,240.0,581.0,261.0,570.5,250.5
0,56,397.0,135.0,416.0,154.0,406.5,144.5
0,57,242.0,88.0,267.0,111.0,254.5,99.5
0,58,155.0,233.0,178.0,254.0,166.5,243.5
0,59,333.0,258.0,354.0,284.0,343.5,271.0
0,60,197.0,147.0,226.0,170.0,211.5,158.5
0,61,264.0,73.0,286.0,88.0,275.0,80.5
0,62,307.0,303.0,329.0,323.0,318.0,313.0
0,63,593.0,305.0,619.0,326.0,606.0,315.5
0,64,532.0,6.0,552.0,26.0,542.0,16.0
0,65,378.0,98.0,400.0,118.0,389.0,108.0
0,66,122.0,449.0,148.0,474.0,135.0,461.5
0,67,248.0,157.0,264.0,174.0,256.0,165.5
0,68,300.0,294.0,392.0,366.0,346.0,330.0
0,69,550.0,24.0,571.0,45.0,560.5,34.5
1,1,552.5252218147178,88.42308845909756,573.4747781852822,112.57701142104628,563.0,100.50004994007192
1,2,400.8557398180957,400.1235180016422,423.14426018190426,418.8765818785016,412.0,409.5000499400719
1,4,390.88125263072993,393.1089241958182,419.1188472494139,418.8910758041818,405.0000499400719,406.0
1,6,564.8815172436432,48.10012613316096,586.1187823967882,65.89987386683904,575.5001498202157,57.0
1,7,67.93187849524764,39.04691898999294,109.06832126504,67.95318089015089,88.50009988014382,53.50004994007192
1,8,69.33002225516836,38.77240371863033,108.669178703681,66.22799580194499,88.99960047942469,52.50019976028766
1,9,385.8809221655424,389.1054035903312,424.1187781940261,422.89479616995646,404.9998501797843,406.0000998801438
1,10,225.8695005254524,117.12330226200817,247.1304994745476,136.8767976181357,236.5,127.00004994007193
1,12,204.79410437329736,207.1255472005085,226.20589562670264,219.8745526796353,215.5,213.5000499400719
1,13,557.9848062429578,88.01447877181211,576.0154933974736,103.98542134804406,567.0001498202157,95.99995005992808
1,15,204.167642620338,198.88596780981285,224.832357379662,213.11413207033095,214.5,206.0000499400719
1,16,245.8657626689876,250.13338456270887,262.1341374508686,265.8666154372911,253.9999500599281,258.0
1,17,551.3643302937368,98.69862902125134,570.6353700658318,115.30137097874866,560.9998501797843,107.0
1,18,411.88152667636285,401.116490222469,430.11857320378095,418.883509777531,421.0000499400719,410.0
1,19,188.13180271488852,427.8691809335516,211.86829716525529,452.13081906644845,200.0000499400719,440.0
1,20,104.36346530089162,198.6758361777021,125.63673445939602,218.32406394215408,115.00009988014382,208.4999500599281
1,22,528.0905369499465,131.9312218125054,549.9096628103412,149.06967710878902,539.0000998801438,140.50044946064722
1,23,255.88092739549987,269.1032472239854,274.117973922918,284.8961534951516,264.99945065920895,276.9997003595685
1,24,92.241217401301,175.77662253738202,113.758782598699,196.2231777023303,103.0,185.99990011985616
1,25,608.8513595957144,47.139829171174185,627.148940044717,63.86057034940113,618.0001498202157,55.50019976028766
1,26,255.24899724819488,140.7866351854269,272.7511026319489,156.21346469471692,264.0000499400719,148.5000499400719
1,27,72.00537932713847,142.99399076805113,91.9945207927177,162.00630887238034,81.99995005992808,152.50014982021574
1,28,6.981793051963136,140.01681001750126,30.01830682818069,159.98328986264255,18.500049940071914,150.0000499400719
1,29,270.9856950694488,3.013692249028768,290.014404810695,19.986207870827403,280.5000499400719,11.499950059928086
1,31,220.86044548897135,374.1227709667506,247.1397542713163,396.8773289133932,234.0000998801438,385.5000499400719
1,32,427.016621194766,52.98475057524769,449.9836784456656,73.01534930489613,438.5001498202158,63.00004994007191
1,33,208.8201055885458,111.1470274220182,263.179994291598,154.8529725779818,236.0000499400719,133.0
1,34,267.11378218504314,110.8844535215198,286.88621781495686,131.11564635862405,277.0,121.00004994007193
1,36,237.88136016942468,193.10172473900235,261.1187397107191,212.89827526099765,249.5000499400719,203.0
1,37,251.97959024929088,64.01835394288825,273.0205096308529,81.98154617696791,262.5000499400719,72.99995005992808
1,38,539.1200268283424,347.89640664446927,559.8800730518014,366.10359335553073,549.5000499400719,357.0
1,40,41.10083687717328,288.91115927799825,69.89926300297054,315.08864096171413,55.50004994007191,301.9999001198562
1,42,400.8557398180957,304.1235180016422,423.14426018190426,322.8765818785016,412.0,313.5000499400719
1,44,241.86823258081168,213.12355887539468,261.131967179476,230.87614148417384,251.50009988014386,221.99985017978426
1,45,123.89257354525196,411.1227709667506,144.1074264547481,433.8773289133932,134.00000000000003,422.5000499400719
1,46,371.0,214.0,387.0,229.0,379.0,221.5
1,47,301.0,141.0,321.0,157.0,311.0,149.0
1,48,356.86535383668945,306.12458213636734,373.13464616331055,320.87531798348886,365.0,313.4999500599281
1,49,364.8485230662757,323.12458213636734,383.1514769337243,337.87531798348886,374.0,330.4999500599281
1,51,410.2553656681828,72.79036903136537,429.744734211961,89.20973084877846,420.0000499400719,81.00004994007192
1,52,344.1480167206999,223.88445352151976,369.8521830395877,244.11564635862405,357.0000998801438,234.0000499400719
1,54,478.6434506424968,158.3818684249527,496.3565493575032,176.6180316949035,487.5,167.4999500599281
1,56,395.8816265565067,135.12296190149505,414.1186730839248,153.87703809850495,405.00014982021577,144.5
1,57,241.11989488183207,87.89344236356378,266.8802049983117,111.10655763643622,254.00004994007188,99.5
1,58,154.87060915522744,232.12293146171623,178.12939084477256,253.8771684184276,166.5,243.0000499400719
1,59,332.9767222384237,258.02799678350874,353.0233776417201,282.97210309663507,343.0000499400719,270.5000499400719
1,60,195.85106991167652,146.12262422877075,225.14912984861112,169.87747565137306,210.5000998801438,158.0000499400719
1,61,263.9451234286946,72.03882967740385,287.0547766911616,87.96127020273998,275.4999500599281,80.00004994007192
1,62,306.764262884642,306.22912868204406,327.2359368756456,325.770272037093,317.0000998801438,315.9997003595685
1,63,592.1198744094911,304.9063601274935,618.8802254706527,326.0936398725065,605.5000499400719,315.5
1,64,531.8818930963274,6.123007863370898,552.1181069036726,26.876892256485277,542.0,16.49995005992809
1,65,378.1314558756417,97.88464172362193,399.8685441243583,117.11545815652192,389.0,107.50004994007193
1,66,124.12828465091104,448.879201104481,148.8714157086575,472.12099865580655,136.4998501797843,460.5000998801438
1,67,248.1125946775412,156.88534187056817,263.8874053224588,173.11475800957564,256.0,165.0000499400719
1,68,307.36366223008565,296.4431843321422,388.635938249339,365.5566159075702,347.99980023971233,330.9999001198562
1,69,548.1200954681046,24.88462585153541,569.8802041723268,46.11517438817693,559.0001498202157,35.49990011985617
1,70,216.0,113.0,258.0,149.0,237.0,131.0
1,71,529.0,254.0,554.0,278.0,541.5,266.0
1,72,600.0,200.0,622.0,221.0,611.0,210.5
1,73,182.0,314.0,203.0,334.0,192.5,324.0
1,74,547.0,202.0,568.0,221.0,557.5,211.5
1,75,559.0,117.0,578.0,132.0,568.5,124.5
1,76,162.0,451.0,185.0,473.0,173.5,462.0
1,77,574.0,139.0,595.0,159.0,584.5,149.0
1,78,581.0,11.0,601.0,28.0,591.0,19.5
1,79,459.0,400.0,481.0,420.0,470.0,410.0
1,80,278.0,290.0,299.0,310.0,288.5,300.0
1,81,329.0,51.0,351.0,69.0,340.0,60.0
2,2,396.5408578978849,399.0068800717391,421.8122261684736,419.93434899372375,409.17654203317926,409.4706145327314
2,7,67.09782181791465,35.4173747195361,108.84348365740402,64.93578575667831,87.97065273765934,50.176580238107206
2,8,66.40345022862928,35.30502223878732,105.47864865841996,62.87182543381549,85.94104944352462,49.0884238363014
2,9,383.7276986406956,388.74655495583136,423.62515619609536,423.1359031750942,403.6764274183955,405.9412290654628
2,10,225.0558288608325,117.78267737604276,246.06186582795368,137.09970434502696,235.5588473443931,127.44119086053486
2,12,204.0305480743589,206.94081467666948,226.02829927003415,220.0004143887933,215.02942367219651,213.4706145327314
2,13,556.7130516371736,88.06600321725347,574.287177592394,103.99276771728373,565.5001146147838,96.0293854672686
2,15,204.16311571191227,198.94194545548729,224.83688428808773,212.9992836099755,214.5,205.9706145327314
2,16,240.2949548648433,250.74284728436288,256.46998420241096,266.198305371244,248.38246953362713,258.4705763278034
2,17,548.9758660834893,100.78389219044666,567.5535307864809,116.980718431981,558.2646984349851,108.88230531121383
2,18,408.0562327051586,400.3435776485882,426.3557751154489,418.7152696958049,417.20600391030376,409.5294236721966
2,19,186.89400344700437,427.4492565884021,209.2826149960308,449.7272854447772,198.0883092215176,438.5882710165896
2,20,104.68557379482476,197.9921358844928,124.25573168049392,216.2431770832237,114.47065273765935,207.11765648385824
2,22,526.4336429264122,127.1608704470722,546.7430519264788,143.8986645860238,536.5883474264455,135.52976751654802
2,23,256.1587955453611,268.50786820717786,274.48768473454817,284.9036047444385,265.32324013995463,276.7057364758082
2,24,91.9017940564997,175.01018082542973,113.1570532878934,195.22505573243083,102.52942367219654,185.11761827893028
2,25,605.0995605291995,45.81401280658059,624.1360580779404,63.068598144056764,614.61780930357,54.44130547531868
2,26,253.9261558403191,140.23562602645262,272.1327679139299,156.70560303901016,263.0294618771245,148.4706145327314
2,27,70.2760268032042,142.10005250036855,90.95928616451228,161.78248204041293,80.61765648385824,151.94126727039074
2,28,7.171110276160137,139.6570756871914,30.71127144490957,159.34300072266447,18.941190860534853,149.50003820492793
2,29,269.93769264050667,2.9638018171609986,289.12123111374234,20.09496911737621,279.5294618771245,11.529385467268604
2,31,220.9384224146605,374.7823099586591,246.94403571626512,397.1000717624106,233.9412290654628,385.94119086053485
2,32,423.8934158711064,52.374966545310585,446.3422027360337,72.6251098645453,435.1178093035701,62.50003820492794
2,33,208.05808084527308,111.5921015773567,262.00084290897587,154.4078984226433,235.02946187712448,133.0
2,34,265.0632253462393,111.05788924713276,284.2310113757262,130.88333981833003,274.64711836098274,120.97061453273139
2,36,235.89263324793785,192.2591571774456,258.3428325394904,211.8585375113406,247.11773289371413,202.0588473443931
2,37,252.00264298418196,63.805636084324064,272.9385860812809,81.31198219460622,262.4706145327314,72.55880913946514
2,38,539.0042844624447,347.90180796326024,559.936944603018,366.09819203673976,549.4706145327314,357.0
2,40,41.45035718533405,288.7033560655279,67.60856656891492,312.59072783672576,54.52946187712449,300.6470419511268
2,42,400.99648646897145,303.84167343369506,423.00351353102855,322.1584029761608,412.0,313.00003820492793
2,44,240.83035572995595,212.119240222041,259.2286444341489,229.23361461474985,250.02950008205244,220.6764274183954
2,45,120.09200688417592,413.5757438358198,138.49646655975496,434.1889431964637,129.29423672196543,423.88234351614176
2,46,371.0,214.0,387.0,229.0,379.0,221.5
2,47,300.24375854364484,140.98069523004446,321.7562414563552,157.96045742556245,311.0,149.47057632780346
2,48,356.8733714009861,306.0669845391887,373.1266285990139,320.99178639534847,365.0,313.5293854672686
2,49,364.8575428261094,323.0669845391887,383.1424571738906,337.99178639534847,374.0,330.5293854672686
2,51,409.99807633919454,73.01088770225074,429.9431527262683,89.87149401881898,419.9706145327314,81.44119086053486
2,52,343.9378474475297,223.1640169188786,369.9446106833959,243.83605949097728,356.94122906546284,233.50003820492793
2,54,475.8363922228732,158.44859134442308,492.57553918787846,176.61017959011414,484.20596570537583,167.5293854672686
2,56,392.9447933937665,133.40847262972414,411.2319778689804,152.76806940345512,402.0883856313734,143.08827101658963
2,57,239.2882270578207,87.80147526707464,265.82954404082136,111.19852473292536,252.55888554932102,99.5
2,58,149.3503648235852,231.8412684718146,172.35580330913183,253.1588079380413,160.85308406635852,242.50003820492793
2,59,332.77658997073354,257.4643261147189,352.2234864391223,282.5357502951369,342.50003820492793,270.00003820492793
2,60,195.8002078779245,146.0064530712289,225.08225025300115,169.9347759942339,210.44122906546284,157.9706145327314
2,61,263.73475466731554,72.00738530089839,286.3828636116148,87.93384376456441,275.0588091394652,79.9706145327314
2,62,307.04066370304434,306.2852225606647,327.7829470834882,326.0674030465585,317.41180539326626,316.1763128036116
2,63,591.9790901414433,304.83480846357526,618.0209862684126,325.2240388808179,605.0000382049279,315.0294236721966
2,64,531.1124074609953,5.949857302694456,551.9464398833978,27.108913631842757,541.5294236721966,16.529385467268607
2,65,376.1145321738524,96.22300344081296,398.12085720372,115.89476765782912,387.1176946887862,106.05888554932105
2,66,124.25773866102752,447.0529055681054,147.9774214869772,469.1237892847856,136.11758007400235,458.08834742644547
2,67,247.99678695584348,157.10582865841926,264.0032130441565,173.77655306265044,256.0,165.44119086053485
2,68,307.76886151025974,295.6048429305461,387.5250695722822,365.57154628292136,347.64696554127096,330.58819460673374
2,69,546.2776948907729,23.95502978541351,569.6636869944016,46.22135942805399,557.9706909425872,35.08819460673375
2,70,214.1003095434348,112.91661868938976,257.8998902168529,150.08328143046643,236.00009988014386,131.4999500599281
2,82,612.0,473.0,632.0,480.0,622.0,476.5
2,83,128.0,474.0,152.0,480.0,140.0,477.0
2,84,249.0,149.0,266.0,169.0,257.5,159.0
2,85,76.0,0.0,97.0,10.0,86.5,5.0
2,86,257.0,66.0,282.0,85.0,269.5,75.5
2,87,207.0,260.0,225.0,276.0,216.0,268.0
2,88,631.0,4.0,640.0,26.0,635.5,15.0
2,89,521.0,173.0,542.0,194.0,531.5,183.5
2,90,104.0,364.0,124.0,383.0,114.0,373.5
2,91,561.0,139.0,581.0,157.0,571.0,148.0
2,92,480.0,470.0,499.0,480.0,489.5,475.0
2,93,571.0,156.0,591.0,175.0,581.0,165.5
2,94,566.0,103.0,583.0,119.0,574.5,111.0
2,95,513.0,230.0,534.0,252.0,523.5,241.0
2,96,26.0,251.0,48.0,270.0,37.0,260.5
2,97,117.0,377.0,135.0,394.0,126.0,385.5
2,98,625.0,227.0,640.0,241.0,632.5,234.0
2,99,457.0,411.0,480.0,431.0,468.5,421.0
2,100,459.0,167.0,476.0,184.0,467.5,175.5
2,101,318.0,39.0,339.0,59.0,328.5,49.0
3,7,65.76351432448112,33.84491561019757,110.8857550373622,65.3545993895158,88.32463468092166,49.59975749985668
3,8,65.24091874403949,35.22990553293283,103.66888267261956,61.83479222475352,84.45490070832952,48.53234887884318
3,9,382.34806846899386,388.7903376621622,423.6158607243465,423.9668668310542,402.9819645966702,406.3786022466082
3,10,224.92388766581075,117.95623166264475,245.86024207144328,137.10676438805257,235.39206486862702,127.53149802534867
3,12,204.8462840759892,207.49058863926277,225.89286344720549,219.4644722800616,215.36957376159734,213.4775304596622
3,13,554.7293454040247,86.79082755261054,573.2707839961264,104.40702887349748,564.0000647000755,95.59892821305401
3,15,204.14020392823696,198.9788081851921,224.85979607176304,212.97625273413223,214.5,205.97753045966215
3,16,238.5840099085933,251.8803514414901,256.1657075956064,268.61591430815355,247.37485875209984,260.2481328748218
3,17,547.6349486562784,101.35707010060906,566.1580924883752,117.92175307945058,556.8965205723268,109.63941159002982
3,18,404.1458980312195,399.40483580948086,423.8631859097149,419.48722905914616,414.0045419704672,409.4460324343135
3,19,186.0370373353124,427.4146601683262,207.79211774938463,448.4144517829872,196.91457754234852,437.9145559756567
3,20,105.06905814655082,198.7158785680076,124.58021121529252,216.6994204276844,114.82463468092166,207.707649497846
3,22,528.0294636637258,121.34341981038288,547.7293131363286,138.00778529499416,537.8793884000272,129.67560255268853
3,23,253.0358975985473,267.22899362516483,272.37593636147903,284.23854041838086,262.70591698001317,275.73376702177285
3,24,92.5540661329113,174.9672180028155,113.18508139028336,194.9067898957898,102.86957376159734,184.93700394930266
3,25,602.5724671188918,43.15983065730188,621.301756446632,60.36204682984348,611.9371117827619,51.76093874357268
3,26,253.62978269428908,139.9762921365501,271.2623253077216,156.1316861282066,262.44605400100534,148.05398913237835
3,27,70.00619301331568,141.7654188367188,90.714940673241,161.14474613531357,80.36056684327835,151.45508248601618
3,28,7.15170073637673,139.66814715592278,30.9112953143206,159.17897863202853,19.031498025348665,149.42356289397566
3,29,269.13862659704574,2.932664984411492,289.6005640595326,20.95935675083184,279.36959532828917,11.946010867621666
3,31,221.7818754890428,374.8734015432274,246.97532900417357,396.3425118529023,234.37860224660818,385.60795669806487
3,32,422.64286094261627,50.59357094535897,445.6196932411781,71.7123068788894,434.1312770918972,61.152938912124185
3,33,207.94709864480035,111.7728965034988,261.792092011778,154.22710349650123,234.86959532828917,133.0
3,34,265.6577431065499,110.32335421592684,285.34382920028804,130.78462404882984,275.50078615341897,120.55398913237835
3,36,234.7813641749844,191.2457716091607,256.9398557783396,210.844192818958,245.860609976662,201.04498221405936
3,37,251.739014351487,64.06257494870898,272.3689639132696,81.72151165516134,262.0539891323783,72.89204330193516
3,38,538.815894461532,348.0000004986514,559.2920838032246,365.9999995013486,549.0539891323783,357.0
3,40,39.217975666552206,287.9924279568573,64.43871906262017,311.07947950123975,51.828347364586186,299.5359537290485
3,42,401.03503414946186,303.84841304828456,422.9649658505381,321.9987127396668,412.0,312.9235628939757
3,44,238.42251618278783,210.23118722047823,257.7754696434712,228.0385766637268,248.0989929131295,219.1348819421025
3,45,115.83369330990251,415.507784478109,133.46321148525857,436.159412453605,124.64845239758054,425.833598465857
3,46,370.8959045450133,214.16782236774628,387.1040954549867,229.67926028682135,379.0,221.92354132728383
3,47,299.8372856901038,141.00790383871708,321.31563165532856,158.1000312926559,310.57645867271617,149.5539675656865
3,48,356.9497473707087,305.2554506067058,373.897335283859,320.94240581940227,365.42354132728383,313.098928213054
3,49,364.8796535896712,323.02795491626864,383.12034641032886,338.01698416440706,374.0,330.52246954033785
3,51,409.8241675390542,72.35134061132034,430.1308933802701,89.86457278480934,419.97753045966215,81.10795669806484
3,52,342.94338035618813,222.32479499002483,369.27257617332526,243.67524814335883,356.1079782647567,233.00002156669183
3,54,474.9204297460207,158.16629309389575,492.3240243343683,176.8786459867799,483.6222270401945,167.52246954033782
3,56,389.4861177399561,131.17461274735015,409.4960409569406,151.96033389482787,399.49107934844835,141.567473321089
3,57,238.6735101091812,88.65070111440248,264.2635801068888,111.19638154016518,251.46854510803502,99.92354132728383
3,58,149.00279253396903,231.8569899541067,170.701985889555,252.14305317927696,159.85238921176202,242.00002156669183
3,59,332.98183838911234,257.1705334236062,352.71237005340663,282.67659236434514,342.8471042212595,269.92356289397566
3,60,194.3053303342738,145.90333681219997,224.06354354067187,170.0517241071244,209.18443693747284,157.97753045966218
3,61,263.917281602144,71.93683312810509,286.8668050017264,88.01822779121923,275.3920433019352,79.97753045966216
3,62,306.9807390200567,305.5163705321482,328.037317949965,325.9061812973381,317.50902848501084,315.71127591474317
3,63,591.0695246827323,305.1419214818705,617.9305184506514,326.44430869589183,604.5000215666919,315.79311508888117
3,64,530.08466299092,5.051139976126873,551.1132365685716,26.299633795413477,540.5989497797458,15.675386885770175
3,65,374.5760069864093,94.385967945751,395.603921869828,113.85695696118368,385.08996442811866,104.12146245346734
3,66,121.00810975095692,445.8242038931763,144.24211112315578,467.0049943249044,132.62511043705635,456.4145991090403
3,67,248.06036820189937,156.94927310718992,263.93963179810066,173.26664028893975,256.0,165.10795669806484
3,68,307.2651437731474,295.08866132635734,386.9595947636147,365.89328170362097,347.11236926838103,330.49097151498916
3,69,544.1661095991623,22.89427849090847,568.094872277794,45.39349922993456,556.1304909384781,34.14388886042151
4,7,65.17412877524525,33.42868317620133,111.69622996068324,65.66873483203828,88.43517936796425,49.54870900411981
4,8,60.36991932072294,36.29097766310659,99.31546132482636,63.04888063354712,79.84269032277464,49.66992914832686
4,9,384.8866385974627,390.1535360551101,425.46540680540704,424.4028495935098,405.1760227014349,407.27819282430994
4,10,224.38547639655,118.570251507212,245.58526815520756,137.3013899168572,234.98537227587877,127.9358207120346
4,12,204.84581186926252,207.2898397458364,226.09145225915017,219.6767075579215,215.46863206420636,213.48327365187896
4,13,555.3865589436875,81.9791302196048,574.2991209919014,99.62170351173182,564.8428399677945,90.80041686566831
4,15,203.71339010479383,199.39854840563493,224.505677102826,214.12986448288325,214.10953360380992,206.7642064442591
4,16,237.42968052291133,252.08009157321305,255.5519706533963,269.28977158009366,246.49082558815383,260.68493157665336
4,17,547.1498961042058,100.09601284392656,565.3017103118656,117.11925954700166,556.2258032080357,108.60763619546411
4,18,404.1297336183891,398.17940879334833,424.81776870099645,419.1345642939602,414.47375115969277,408.6569865436543
4,19,185.6598340656647,427.8115939577393,206.90628422130052,448.53542939450335,196.2830591434826,438.17351167612134
4,20,102.10857853661416,198.2501335502465,122.29525065265338,216.75275328250973,112.20191459463376,207.5014434163781
4,22,526.397778584349,119.94904274496368,546.2555472469858,136.77116423341894,536.3266629156674,128.36010348919132
4,23,251.94869939659276,266.93694534056544,271.269794731627,284.01675859626823,261.60924706410987,275.47685196841684
4,24,91.31091522230956,176.13917325107647,110.72168494420244,194.4603422779255,101.016300083256,185.29975776450098
4,25,602.0733110781966,41.23201416435741,621.4310070482195,59.45543407198825,611.7521590632081,50.34372411817283
4,26,253.65079707940984,139.9384249373122,271.00600211214174,155.96669691010183,262.3283995957758,147.952560923707
4,27,69.87594669731665,141.65921631537026,90.00408922275177,160.27390601924822,79.94001796003421,150.96656116730924
4,28,7.106558879795079,139.72533946204058,30.984149751893995,159.11704651378616,19.045354315844538,149.42119298791337
4,29,268.70515832208025,2.9479957574348905,289.2321335334351,21.146882395151096,278.9686459277577,12.047439076292992
4,31,222.15720556970217,375.590302090739,246.8373144941575,396.2199138769863,234.49726003192984,385.90510798386265
4,32,421.7865729016219,48.423251939897774,445.4015814654095,70.11112649737677,433.5940771835157,59.26718921863727
4,33,207.94265308397576,111.86434386866014,261.7755715639197,154.13565613133986,234.85911232394773,133.0
4,34,265.9879547312025,110.55150504061773,285.5755149981732,130.3536168067963,275.78173486468785,120.45256092370701
4,36,234.5988846525208,190.9946918170953,256.62400509889346,210.6341346143546,245.61144487570715,200.81441321572493
4,37,251.98351895779865,64.65776763112953,272.7025356819955,82.0938819859054,262.3430273198971,73.37582480851746
4,38,538.7930278762449,348.2883787294657,559.8930267635492,367.2734868552946,549.343027319897,357.78093279238016
4,40,38.21230736535402,287.4225063123309,65.6992301292385,312.7109297684323,51.95576874729626,300.0667180403816
4,42,400.9455804520606,304.0471057181667,423.0544195479394,322.5762130500401,412.0,313.3116593841034
4,44,237.16554203167328,210.2201420752944,256.5875011819132,227.32345566060675,246.87652160679323,218.77179886795057
4,45,114.26448626291292,415.72028526823954,131.37920576592006,436.08351505230735,122.8218460144165,425.90190016027344
4,46,370.2519937212288,214.07246042161657,386.9670734863911,229.98896503472733,378.60953360380995,222.03071272817195
4,47,299.854898942304,140.83562659368232,321.0836756013522,157.5076019418687,310.4692872718281,149.1716142677755
4,48,356.7546948852228,303.7645202442921,374.3067305711211,320.6456414108458,365.5307127281719,312.20508082756896
4,49,364.8999429435234,323.00765343669303,383.1000570564766,338.02579925954905,374.0,330.51672634812104
4,51,408.0338764607993,73.23385246403492,428.808939673438,91.9191618808308,418.42140806711865,82.57650717243285
4,52,342.8048549323901,222.6704954544384,369.0053887624379,243.89139785742455,355.905121847414,233.28094665593147
4,54,474.5540131802754,158.92199222419717,491.79592473182623,177.67332605680517,483.1749689560508,168.29765914050117
4,56,387.6169517169031,130.65948336174728,407.88779656792366,151.78375628542756,397.7523741424134,141.22161982358742
4,57,238.48772789121443,89.01546556487224,263.202551723682,111.04595989147164,250.84513980744822,100.03071272817195
4,58,145.42086035950172,232.11967930356911,167.84174136628303,253.223146800674,156.63130086289237,242.67141305212155
4,59,332.865250993982,257.1760292312787,352.2576276458085,282.666356744548,342.56143931989527,269.92119298791334
4,60,193.27227073161376,146.59531671024206,223.69561471449023,170.93309617827612,208.483942723052,158.7642064442591
4,61,263.7899078376794,71.97418761949821,286.3998761945953,87.99235968425968,275.09489201613735,79.98327365187895
4,62,306.3300843757909,305.1487988122896,327.946238767276,325.99049190881914,317.13816157153343,315.5696453605544
4,63,592.2160732258808,305.21305503706503,618.9076856707425,326.7856345476916,605.5618794483116,315.99934479237834
4,64,529.6637918950134,5.687326888000053,550.3082630719875,26.78514048031456,539.9860274835005,16.236233684157305
4,65,370.6892289107588,91.13117578009278,393.8828271978601,113.09345454497551,382.28602805430944,102.11231516253414
4,66,119.2091715944764,445.1919315343554,142.7137559308074,466.9360800644729,130.9614637626419,456.06400579941413
4,67,248.0765562022184,156.93917532457084,263.9234437977816,173.09010785077436,256.0,165.0146415876726
4,68,303.083328856828,292.43825354417925,390.0839623514853,366.9426249356135,346.5836456041567,329.69043923989636
4,69,543.6275409900729,22.64273317364203,567.7780764399629,45.17715997822325,555.7028087150179,33.909946575932636
4,70,210.05082049922584,111.1615789444156,263.8143191253634,152.9912952676331,236.93256981229462,132.07643710602434
5,7,64.72270943894219,33.3809064597999,111.48435171619556,65.82215889525926,88.10353057756888,49.60153267752958
5,8,59.7974871168473,36.986580274274736,97.980748345514,63.9282393561299,78.88911773118065,50.45740981520232
5,9,385.24852206960543,389.24102371819976,426.4866520364295,423.6290308722885,405.8675870530175,406.43502729524414
5,10,224.02458005055337,118.86510907600164,244.99900475447825,137.23573405006132,234.51179240251582,128.05042156303148
5,12,204.97006328626324,207.75376096800952,226.02793798754223,219.96048752817956,215.49900063690274,213.85712424809452
